date,index
1885-03-20,100
1885-03-23,99.2166
1885-03-24,98.144300000000001
1885-03-25,98.991500000000002
1885-03-26,99.818100000000001
1885-03-27,99.881
1885-03-30,98.6023
1885-03-31,98.974800000000002
1885-04-01,99.099599999999995
1885-04-02,99.307000000000002
1885-04-06,99.142799999999994
1885-04-07,97.884799999999998
1885-04-08,98.257300000000001
1885-04-09,100.71429999999999
1885-04-10,99.683300000000003
1885-04-13,101.3147
1885-04-14,101.7698
1885-04-15,103.6075
1885-04-16,102.6798
1885-04-17,102.02030000000001
1885-04-20,102.0419
1885-04-21,101.8158
1885-04-22,102.1264
1885-04-23,102.2924
1885-04-24,101.8394
1885-04-27,101.96420000000001
1885-04-28,102.2128
1885-04-29,102.3788
1885-04-30,102.70999999999999
1885-05-01,102.0505
1885-05-04,99.306700000000006
1885-05-05,98.832999999999998
1885-05-06,99.886499999999998
1885-05-07,98.876199999999997
1885-05-08,100.2393
1885-05-11,99.848100000000002
1885-05-12,99.415700000000001
1885-05-13,99.437299999999993
1885-05-14,99.4589
1885-05-15,100.18219999999999
1885-05-18,100.92610000000001
1885-05-19,100.9683
1885-05-20,100.474
1885-05-21,101.07340000000001
1885-05-22,101.8586
1885-05-25,100.93089999999999
1885-05-26,101.3652
1885-05-27,100.8503
1885-05-28,100.5211
1885-05-29,99.799800000000005
1885-06-01,99.346699999999998
1885-06-02,99.946100000000001
1885-06-03,100.5868
1885-06-04,99.968699999999998
1885-06-05,99.206199999999995
1885-06-08,99.062700000000007
1885-06-09,99.393799999999999
1885-06-10,99.6631
1885-06-11,100.572
1885-06-12,101.08880000000001
1885-06-15,101.99769999999999
1885-06-16,101.66849999999999
1885-06-17,101.6901
1885-06-18,102.31010000000001
1885-06-19,103.0613
1885-06-22,102.58069999999999
1885-06-23,102.393
1885-06-24,103.5234
1885-06-25,102.9173
1885-06-26,102.2276
1885-06-29,100.5754
1885-06-30,100.3668
1885-07-01,99.739800000000002
1885-07-02,99.008200000000002
1885-07-03,100.1177
1885-07-06,100.1392
1885-07-07,99.805099999999996
1885-07-08,101.5004
1885-07-09,101.7311
1885-07-10,101.7527
1885-07-13,105.18429999999999
1885-07-14,105.6452
1885-07-15,107.173
1885-07-16,106.6297
1885-07-17,108.05289999999999
1885-07-20,107.78149999999999
1885-07-21,107.8449
1885-07-22,109.5401
1885-07-23,111.1724
1885-07-24,109.7505
1885-07-27,108.5796
1885-07-28,108.8312
1885-07-29,109.9615
1885-07-30,109.8365
1885-07-31,110.17189999999999
1885-08-03,109.3357
1885-08-04,109.67100000000001
1885-08-05,109.4415
1885-08-06,109.986
1885-08-07,110.94889999999999
1885-08-10,111.4097
1885-08-11,111.22199999999999
1885-08-12,112.6033
1885-08-13,111.8717
1885-08-14,113.2111
1885-08-17,116.747
1885-08-18,114.21639999999999
1885-08-19,115.8904
1885-08-20,114.94970000000001
1885-08-21,115.1176
1885-08-24,114.42789999999999
1885-08-25,113.3826
1885-08-26,113.8434
1885-08-27,115.2873
1885-08-28,114.5348
1885-08-31,112.88290000000001
1885-09-01,112.15130000000001
1885-09-02,112.98860000000001
1885-09-03,112.529
1885-09-04,112.19499999999999
1885-09-07,108.7651
1885-09-08,109.6442
1885-09-09,110.1259
1885-09-10,109.1225
1885-09-11,109.4787
1885-09-14,111.2154
1885-09-15,110.75579999999999
1885-09-16,111.8441
1885-09-17,111.48909999999999
1885-09-18,112.4178
1885-09-21,111.9742
1885-09-22,112.1662
1885-09-23,112.2735
1885-09-24,111.7028
1885-09-25,111.1956
1885-09-28,112.9766
1885-09-29,112.7873
1885-09-30,113.5937
1885-10-01,113.3831
1885-10-02,112.3887
1885-10-05,115.69499999999999
1885-10-06,115.887
1885-10-07,118.1129
1885-10-08,118.19889999999999
1885-10-09,118.62390000000001
1885-10-12,120.0659
1885-10-13,120.82980000000001
1885-10-14,121.3396
1885-10-15,120.17570000000001
1885-10-16,121.9777
1885-10-19,124.90260000000001
1885-10-20,126.3233
1885-10-21,126.3669
1885-10-22,124.059
1885-10-23,124.78060000000001
1885-10-26,123.3413
1885-10-27,124.9314
1885-10-28,125.7801
1885-10-29,125.0611
1885-10-30,126.6512
1885-11-02,128.02940000000001
1885-11-04,127.0774
1885-11-05,128.83699999999999
1885-11-06,127.71550000000001
1885-11-09,128.3734
1885-11-10,129.45509999999999
1885-11-11,131.4265
1885-11-12,131.3218
1885-11-13,132.38220000000001
1885-11-16,132.08690000000001
1885-11-17,133.76169999999999
1885-11-18,134.1866
1885-11-19,135.64949999999999
1885-11-20,134.54920000000001
1885-11-23,130.80099999999999
1885-11-24,134.5093
1885-11-25,133.875
1885-11-27,131.88509999999999
1885-11-30,131.80160000000001
1885-12-01,130.65889999999999
1885-12-02,131.0838
1885-12-03,131.2757
1885-12-04,131.82769999999999
1885-12-07,131.40530000000001
1885-12-08,131.78790000000001
1885-12-09,131.47139999999999
1885-12-10,129.54499999999999
1885-12-11,129.73689999999999
1885-12-14,126.5608
1885-12-15,128.91329999999999
1885-12-16,131.09630000000001
1885-12-17,130.102
1885-12-18,130.88849999999999
1885-12-21,129.0676
1885-12-22,126.79689999999999
1885-12-23,127.11790000000001
1885-12-24,128.61689999999999
1885-12-28,130.03020000000001
1885-12-29,132.15029999999999
1885-12-30,132.25700000000001
1885-12-31,132.02109999999999
1886-01-04,132.14930000000001
1886-01-05,130.971
1886-01-06,131.3134
1886-01-07,131.05609999999999
1886-01-08,130.26329999999999
1886-01-11,129.72749999999999
1886-01-12,129.44880000000001
1886-01-13,127.6923
1886-01-14,128.6129
1886-01-15,126.12820000000001
1886-01-18,124.0076
1886-01-19,125.2281
1886-01-20,124.9066
1886-01-21,126.0628
1886-01-22,125.2058
1886-01-25,123.21380000000001
1886-01-26,124.4128
1886-01-27,124.4554
1886-01-28,125.2261
1886-01-29,125.20440000000001
1886-02-01,128.43790000000001
1886-02-02,128.71600000000001
1886-02-03,129.48670000000001
1886-02-04,129.61490000000001
1886-02-05,130.81389999999999
1886-02-08,131.9486
1886-02-09,133.25470000000001
1886-02-10,131.6053
1886-02-11,132.0762
1886-02-12,132.31139999999999
1886-02-15,132.65369999999999
1886-02-16,132.99610000000001
1886-02-17,132.31039999999999
1886-02-18,130.55410000000001
1886-02-19,130.10400000000001
1886-02-23,129.7183
1886-02-24,129.73939999999999
1886-02-25,129.375
1886-02-26,129.28909999999999
1886-03-01,128.6035
1886-03-02,130.80889999999999
1886-03-03,130.85140000000001
1886-03-04,129.65190000000001
1886-03-05,129.8443
1886-03-08,129.52279999999999
1886-03-09,129.2441
1886-03-10,129.24379999999999
1886-03-11,129.65029999999999
1886-03-12,127.4229
1886-03-15,127.8938
